0,0,0,58465,14931,0,0,0,0,0,0,0,44093,103232,0,0,0,58502,51582,54766,109195,0,26549,0,113835,0,14664,45433,69848,0,0,57627,0,77524,77999,0,63866,59063,0,0,0,0,29711,0,0,24853,22567,0,100603,0,0,0,0,135410,0,14878,0,49559,10235,0,7378,
71304,0,0,0,47001,0,0,0,13978,89375,0,41079,0,42879,10599,0,0,102295,0,25921,0,40126,63686,57337,0,43574,28931,14318,94151,115338,0,0,34746,128071,0,0,45240,0,0,33622,0,0,61642,0,59870,86423,64151,13883,0,0,91227,30937,0,0,47377,14309,0,51296,0,0,23804,
46537,0,86278,0,0,0,0,88109,101417,101294,9251,6209,56936,0,0,73479,0,21271,3941,25259,0,43459,6652,0,24075,0,0,0,0,0,0,2642,0,7744,0,0,101308,0,0,0,0,40201,2859,0,61064,0,24739,48986,22548,0,0,0,0,0,44180,10478,85979,119154,0,4490,49943,
0,33586,55495,0,18443,0,0,6547,55766,36603,0,0,139174,0,0,111301,13475,0,8786,0,71755,0,17568,0,21637,16351,0,0,0,0,59412,48942,0,44633,19935,0,0,50471,0,74047,0,0,0,0,57687,90828,0,0,0,46524,19048,2468,0,96515,0,0,0,0,0,0,17038,
0,77317,130438,0,0,0,0,0,0,0,11012,37573,0,0,0,37365,89,27935,0,82215,0,0,0,81757,104419,25425,90652,66429,0,9349,0,0,21093,121776,0,114117,0,0,0,0,39663,5863,117984,46463,0,52940,64211,0,0,19574,18606,0,0,130167,58888,16296,0,0,0,48060,0,
24127,54620,18821,0,102163,0,0,0,0,0,0,24148,107811,0,0,9323,0,148775,0,141691,0,44573,0,124800,0,32628,29944,7230,14090,0,0,0,0,0,0,8190,0,0,0,37975,0,0,22853,17881,53753,6583,12991,109871,7284,60881,0,0,0,0,0,57854,0,84843,18746,138764,0,
0,71297,0,0,5492,37211,0,0,103007,102183,0,12945,0,0,68330,0,108289,32433,0,0,36324,0,0,61563,0,63909,5297,17869,0,58245,0,70762,94360,0,0,14786,0,44573,56513,4372,68384,0,0,0,65215,17315,0,0,0,13237,22645,0,0,0,0,0,35737,19311,0,0,0,
54923,22074,0,66192,129622,56326,0,0,0,4825,0,54222,96311,0,70957,99954,0,0,71059,0,61225,0,22835,11732,47127,0,0,0,0,0,0,28770,61895,67557,41410,0,0,0,26164,0,0,0,0,0,42103,57914,69441,7990,0,0,61925,57470,39245,56210,48683,0,111071,540,0,0,0,
92466,0,0,0,0,0,0,117990,47975,0,1295,70551,0,62531,20223,0,28318,0,14731,42796,47396,53741,43309,0,0,30865,0,0,0,92140,0,0,0,49437,73020,0,37577,0,2668,1999,57061,8615,0,0,0,117391,54653,0,0,37692,78541,100157,0,0,0,0,0,373,0,32609,59390,
0,0,12075,39087,53229,0,0,0,59311,0,0,62559,0,62163,27395,0,123647,0,26889,0,0,57216,16238,0,0,56298,242645,54862,0,0,23154,0,1635,0,0,35230,74755,114528,0,39518,0,0,0,75897,67755,11381,0,0,25042,0,29568,0,35910,0,0,49492,0,0,24169,0,3149,
0,7281,31135,61715,84348,0,105771,0,64191,78326,28747,0,40067,0,0,12768,109406,0,0,0,0,0,1900,0,0,0,94590,61468,57776,0,111011,4889,31761,0,0,43759,0,0,0,56365,90310,52157,0,0,115105,89700,0,66617,42598,97407,0,0,0,12655,9217,0,93794,0,55736,0,34875,
99547,61620,79626,2012,173341,2762,124167,0,41247,124429,26125,0,21207,43785,0,0,41441,39656,19900,44697,26004,49773,0,0,81040,0,51248,0,33352,90333,679,24031,82795,81646,26327,61760,0,0,0,0,38315,9977,69790,0,74754,26142,2621,0,0,0,87792,39089,47991,0,0,0,0,0,0,18983,48010,
0,57218,0,0,0,0,65112,0,0,22130,49741,214673,0,0,59030,99669,47774,0,0,31136,147109,0,26616,0,0,0,0,73666,6774,65154,0,25042,0,2936,38835,56646,11267,0,0,0,0,20300,42768,37298,13958,0,0,29371,0,5522,52722,0,0,0,68423,0,0,0,46990,60038,74543,
0,52594,0,4103,0,76635,0,0,0,0,0,66023,70217,0,0,24097,83676,0,9181,30712,20454,0,107982,96522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5895,0,0,69057,0,0,0,47587,0,0,51710,0,0,0,26400,40552,68129,32136,44738,22408,101401,169165,104468,
77357,0,0,0,43875,17243,0,0,0,32784,0,0,38212,0,61681,114525,0,41867,82402,0,0,0,17896,0,0,26885,0,0,0,0,67256,59722,33657,40299,89119,15554,44371,0,104651,0,16768,0,97350,0,118180,43006,29771,0,0,89162,0,16111,0,0,0,0,8086,0,0,75184,35210,
0,0,0,0,82911,66692,109885,14302,99646,111552,22645,0,0,0,32333,0,0,0,0,52962,0,0,0,124831,0,0,33982,13785,0,0,27980,0,0,108374,0,0,0,0,0,51338,12803,103009,40091,77690,0,54278,113918,0,0,9254,0,0,0,11268,88993,50694,95408,13137,0,0,0,
0,0,0,22755,47716,0,0,43822,1264,32540,0,32761,0,18866,7452,0,0,138876,38055,27246,4142,0,97806,0,14657,14196,0,0,0,36198,84397,0,50049,114174,92185,0,0,0,88451,0,63974,134313,0,60325,0,22348,53246,0,5477,85107,38710,0,87633,31995,72004,0,0,46076,24962,0,0,
30937,81592,157816,0,0,0,33240,0,0,18066,61330,6683,103304,34762,52290,0,0,21331,0,23109,0,0,29473,100310,0,1635,0,0,0,0,0,61722,4882,0,0,19727,70748,43638,136241,0,11221,0,49213,0,106817,72268,0,0,0,48467,8147,0,0,92010,0,0,35233,34422,0,0,0,
18764,0,115365,27839,0,28361,22431,150313,0,0,71957,20139,111012,0,5352,22303,0,0,0,0,59861,0,9543,120834,45147,0,0,0,0,0,0,61520,26000,0,0,0,35290,0,66611,1658,0,0,13118,21194,21310,0,0,0,73330,27082,2376,22525,0,30591,59397,0,0,13672,77608,0,0,
11067,47527,0,69103,0,0,0,14883,73347,77045,191617,126664,0,0,0,77001,47341,74297,50629,22707,0,13632,5186,0,46255,24430,20484,14415,35461,0,0,0,5479,86618,0,25824,0,0,12319,0,0,0,0,96395,0,46295,0,0,0,0,0,21600,121175,0,0,0,71877,74547,0,32452,18666,
45843,49973,0,24807,41195,11201,36033,0,24670,35428,12831,55520,0,0,144470,0,0,146303,14893,74188,0,0,0,1018,0,0,69323,0,0,15087,10036,32777,103967,0,123899,0,71828,43402,9001,6878,44690,33937,125719,0,50575,0,2016,123138,12965,19357,33925,0,55345,82650,5315,10571,71919,0,0,0,37807,
